118,Isla Situada frente a la India duramente castigada por el Tsunami del 2004 cuya capital es Colombo,Myanmar,Sri Lanka,Bangladesh,Fiji,2,
119,Alemania nació como país tras su unificación en 1861 gracias al llamado Canciller de Hierro Otto von,Baulks,Richtofen,Krupp,Bismarck,4,
120,Máximo escritor de la post-guerra mundial cuyas novelas Estado de sitio y La peste le hicieron ganar el Nobel en el 57,Albert Camus,Alberto Moravia,Jean-Paul Sartre,Gabriel García Márquez,1,
121,Alguna de sus especies produce descargas de hasta 600 voltios como para dar un buen calambre,Anguila,Erizo de mar,Barracuda,Estrella de mar,1,
122,Es imposible imaginar un mundo sin aviones. El primer vuelo de la historia en 1903 lo hicieron los hermanos,Curltz,Wright,Montgolfier,Zeppelin,2,
123,¿Qué país obtuvo su independencia de España en la Batalla de Carabobo ganada por las fuerzas de Simón Bolivar?,Venezuela,Uruguay,Filipinas ,Paraguay,1,
124,¿Qué hora marca el reloj cada vez que el Sol pasa por cada uno de los husos horarios de la Tierra aunque esté nublado?,12:00pm,6:00am,12:00am,6:00pm,1,
125,Gran pintor italiano que participó en la decoración de la Capilla Sixtina. Se llamaba Alessandro Filipepi y su nombre de batalla era Sandro,Mazzola,Rinaldi,Boticcelli,Mascarponi,3,
126,El oxígeno que respiramos lo producen las plantas y lo sacan al exterior a través de unas aberturas o estomas situadas en,el tallo,la raíz,las flores,las hojas,4,
127,Su odiado y temido nombre por negros hispanos y judíos provino de la onomatopeya del fusil. Al ser cargado y amartillado.,Gestapo,Ku Klux Klan,Mafia,KGB,2,
128,Hubo tres expediciones españolas a México la primera fue encabezada por Francisco Hernández de Córdoba en el año de,1517,1554,1539,1543,1,
129,¿Qué célebre historiador de la antigüedad escribió hace 2500 años la primera crónica de hechos reales basada en las guerras médicas?,Homero,Herodoto,Hammurabi,Hipólito,2,
130,¿Qué continente esta formado casi solo por islas y dividido en tres extensas regiones llamadas Polinesia Micronesia y Melanesia?,África,Asia,Europa,Oceanía,4,
131,Novela autobiográfica de Hemingway sobre un oficial de Estados Unidos que enamora y embaraza a una enfermera en tiempos de la 1era Guerra Mundial ,Por quien doblan las campanas,Amor en la tarde,Adios a las armas,El eterno atardecer,3,
132,A qué temperatura pasa el agua del estado líquido al estado gaseoso,50 grados Célsius,100 grados Célsius,150 grados Célsius,300 grados Célsius,2,
133,Gorro o casquete blanco de tipo judío que usa el papa regularmente para cubrir parte de su cabeza,Tiara,Cofia,Corona,Solideo,4,
134,Cortés fue a las Hibueras a sofocar la rebelión de Cristobal de Olid llevando a Cuauhtémoc con él y lo ahorcó en el camino el 26 de febrero de,1521,1519,1525,1530,3,
135,Nombre con el que se conoce la alianza militar formada por Alemania Italia Japón y otros países durante la 2nda Guerra Mundial,Eje,Liga,Clan,Equipo,1,
136,¿Qué país posee el 7% de la superficie terrestre mundial y el 5% de la población del planeta?,México,Estados Unidos,China,Canadá,2,
137,El Grand Slam en tenis son los cuatro principales torneos que se celebran cada año en el mundo. ¿Cuál es el principal?,US Open,Wimbledon,Rolland Garros,Australian Open,2,
138,Primera mujer en subirse a una nave espacial y viajar 4 días sola en 1963? Valentina,Cortese,Sierra,Tereshkova,Pavlolva,3,
139,¿Qué filósofo oriental dijo que una imagen vale más que mil palabras?,Confucio,Buda,Zoroastro,Sófocles,1,
140,¿A qué misionero español de la Nueva España llamaban los indios Motolinía?,Domingo de Guzmán,Bartolome de Olmedo,Toribio de Benavente,Segundo Chávez,3,
141,El imperio Inca cayó en poder de los españoles hasta 1572 cuando el virrey de Perú decapitó al último rebelde llamado,Atahualpa,Huayna Cápac,Ataninco Guayma,Túpac Amaru,4,
142,Colón llegó a América pensando que era parte de Asia e ignorando que es el segundo continente en tamaño. De qué tamaño es?,22 millones de km2,62 millones de km2,42 millones de km2,72 millones de km2,3,
143,El arte op consiste en efectos visuales a través de las líneas las formas y los colores así son las obras de,Edvard Munch,Victor Vasarely,Alexander Calder,Pablo Picasso,2,
144,¿Cuántos grados tiene la circunferencia lo que equivale a una rotación completa del ángulo?,180,270,360,420,3,
145,¿Cuál de estas palabras es un ejemplo de participio irregular?,tocado,deprimida,leído,escrito,4,
146,Compuso mazurkas estudios preludios nocturnos polonesas y sonatas para piano. Murió de tuberculosis a los 39 años.,Franz Liszt,Frédéric Chopin,Richard Wagner,Ludwin Van Beethoven,2,
147,Todos los metales que se respeten deben tener un símbolo derivado de nombres expresados en,Inglés,Griego,Alemán,Latin,4,
148,Parte de la gramática que enseña a escribir correctamente las palabras de una lengua,Caligrafía,Ortografía,Sintáxis,Redacción,2,
149,Torero regiomontano que salía de la Plaza en hombros o bajo una lluvia de cojines ,Luis Procuna,Lorenzo Garza,Manuel Capetillo,Eloy Cabazos,2,
150,"Conquistador tártaro cuyo nombre significa en Chino ""guerrero valeroso"" que fundó el imperio más extenso de la historia universal",Gengis Khan,Kublai Khan,Aga Khan,Hugo Khan,1,
151,¿Qué república independiente fundó Chiang Kai Shek en la isla china de Formosa al huir de Mao Tse-Tung (o Mao Zedong),Hong Kong,Taiwan,Macao,Fiji,2,
152,¿Qué nombre adoptó el primer presidente de México porque el de su acta de nacimiento era Manuel Félix Fernández o Miguel Fernández Félix?,Vicente Guerrero,Nicolás Bravo,Guadalupe Victoria ,Benito Juárez,3,
153,¿Qué hábil y seductora mujer condicionó la entrega de sus encantos a Enrique VIII al divorcio de éste de Catalina de Aragón?,Ana de Austria,Ana de Cleves,Ana de Hamburgo,Ana Bolena,4,
154,Las costas marítimas de todo Centroamérica equivalen a la mitad de las mexicanas esto significa que sus litorales miden más o menos,2500 kms,5000 kms,10000kms,7500 kms,2,
155,Hasta hace pocos años toda quinceañera era presentada en sociedad entre los acordes de un vals de este compositor austriaco,Johann Strauss Jr,Franz Lehar,Igor Stravinsky,Richard Wagner,1,
156,Órgano reproductor femenino de las flores que consta de estigma estilo y ovario,Pistilo,Corola,Estambre,Trompas,1,
157,Cuando un sargento primero es ascendido ya puede presumir que es un subteniente. ¿Qué insignia caracteriza su nuevo grado?,Una estrella,Una cinta,Una barra,Una cruz ,3,
158,¿Qué presidente tuvo la idea de suprimir los privilegios del clero del ejército y de los ricos para igualar a todos los hombres ante la ley? Valentin,Lavín,Canalizo,Trujillo,Gomez Farías,4,
159,Tercer hombre de Hitler que se arrojó en paracaídas sobre Escocia en 1941 y permaneció preso hasta su muerte en 1987,Eric Raeder,Rudolph Hess,Albert Speer,Joan Rupert,2,
160,Estados Unidos es una Federación de Estados Independientes ¿cuántas son además del Distrito de Columbia?,50,45,55,40,1,
161,La colombiana Catalina Sandino fue nominada al Óscar como mejor actriz del 2004 por la película,Mar adentro,Entre copas,María llena eres de gracia,El padre Amaro,3,
162,Todos los animales se dividen en grupos llamados órdenes éstos en familias las familias en géneros y los géneros en ,ramas,clases,grupos,especies,4,
163,Dar a César lo que es del César y a Dios lo que es de Dios. Lo dijo Cristo refiriéndose a ,Tiberio,Nerón,Augusto,César,1,
164,El nombre de la esposa de Juárez aparece en letras de oro en la Cámara de Diputados como un homenaje a su alta calidad humana. ¿Cuál es?,Karla Álvarez,Margarita Maza,Sara Pérez,Carmen Romero,2,
165,El famoso navegante inglés James Cook viajó mucho por los mares del sur y se encontró con las islas Hawai a las que llamó islas,Hot Dog,Hamburger,Sandwich,Baguette,3,
166,¿Con qué país comparte España el Golfo de Vizcaya llamado también Golfo de Gascuña por el país en cuestión? ,Portugal,Italia,Grecia,Francia,4,
167,Hueso largo que forma parte del esqueleto del antebrazo ,Cine,Radio,Tele,Húmero,2,
168,Hablando de contabilidad qué estado financiero revela lo que se tiene o lo que se debe,Estado de Resultados,Estado de Cuenta,Balance General,Análisis Financiero,3,
169,¿Cuántos millones de personas se estima que murieron en la Segunda Guerra Mundial?,40,90,120,60,4,
170,Las costas de Alemania pertenecen a dos mares: El Mar del Norte y el,Mar Caspio ,Mar Báltico,Mar Negro,Mar Rojo,2,
171,¿Cuántas pezuñas tienen los caballos en cada pata?,3,4,1,5,3,
172,El acento escrito de las palabras se llama ortográfico. ¿Cómo se llama el palito que lo indica?,Tilde,Capelo,Punto,Cofia,1,
173,El ideario político de Francisco I Madero donde exponía sus razones para tomar las armas contra Porfirio Díaz quedó plasmado en El Plan de,Iguala,Ayutla,Ayala,San Luis,4,
174,Nombre del fundador en 1929 del actual Partido Revolucionario Institucional,Álvaro Obregón,Lázaro Cárdenas,Plutarco Elías Calles,Miguel de la Madrid,3,
175,¿Cómo se llama el acontecimiento que marcó en el año 622 el inicio de la era Musulmana?,Islam,Hériga,Ramadan,Coran,2,
176,El 88% del perímetro de España está rodeado de agua perteneciente a un océano dos mares y un golfo. ¿Cuál es el golfo?,Carpentaria,Cantábrico,Vizcaya,Ibérico,3,
177,Literato español del Siglo de Oro autor del libro De buen amor escrito en la soledad de la cárcel,Tirso de Molina,Francisco de Quevedo,Julian de Obregón,Arcipreste de Hita,4,
178,La abeja reina vive 25 veces más que la obrera y duplica a ésta en tamaño gracias a que come solo,Miel,Polen,Jalea real,Semillas,3,
179,Sensual danza hawaiana en que las bailarinas ataviadas con faldas largas y collar de flores se mueven cadenciosamente al compás del ukelele ,Hula-hula,Aloha,Lei,Ola,1,
180,Ninguno de los pocos lagos de México figura entre los 50 más grandes del mundo cuál es el principal con 1100 km2 de superficie?,Janitzio,Chapala,Cuitzeo,Pátzcuaro,2,
181,No llores por mi Argentina ¿de quién era este melodramático ruego no atendido por que Argentina lloró amargamente su partida?,Carlos Gardel,Alberto Cortés,Juan Domingo Perón,Eva Perón,4,
182,El lago más grande de Suiza tiene en sus orillas dos ciudades: Lauzana y la que le da su nombre... ,Zurich,Génova,Ginebra,Niza,3,
183,Filósofo alemán famoso por su pesimismo y misoginia o sea aversión a la mujer a quien calificó como animal de cabellos largos e ideas cortas,Friedrich von Schiller,Arthur Schopenhauer,Friedrich Nietzche ,Bertrand Russell,2,
184,Glándula cuya secreción exocrina ayuda a la digestión y cuya secreción endocrina genera la insulina,Hígado,Tiroides,Páncreas,Bazo,3,
185,Tercera persona del plural tiempo pretérito verbo amar. ,Han amado,Amaron,Amaban,Amarían,2,
186,¿Qué estado tiene 570 municipios que representan casi la cuarta parte del total nacional aunque su territorio equivale a menos del 5%? ,De México,Chihuahua,Nuevo León,Oaxaca,4,
187,¿Qué lengua de la que provienen los vocablos coca papa condor etc hablaban los incas y es la segunda oficial de algunos países andinos?,El quechua,El araucano,El charrúa,El peruano,1,
188,Israel está rodeado de países árabes con los que ha estado en pugna por años. ¿Cuál de éstos es uno de ellos?,Irak,Turquía,Jordania,Irán,3,
189,Al Pacino ha tenido excelentes actuaciones en muchas de sus películas y vino a ganar el Óscar por su interpretación en,El abogado del diablo,Perfume de mujer,Insomnia,Cara Cortada,2,
190,Subsiste gracias a que si algún depredador se la come puede morir envenenado a causa de la hoja que la alimenta?,Mariposa monarca,Gusano de seda,Campamocha,Mantis religiosa,1,
191,El Castillo de Chapultepec fue construído en 1784 convertido en Colegio Militar en 1845 y en residencia oficial en 1864 por,Vicente Guerrero,Iturbide,Maximiliano,Santa Ana,3,
192,La era de los musulmanes comenzó con la famosa huída de Mahoma de la Meca a Medina en el año,1430,1621,1211,622,4,
193,¿Cuál de sus 53 países es el más grande de África? Es 20% más extenso que México y su capital es Hartún,Tánger,Sudán,Marruecos,Sudáfrica,2,
194,Ópera de Giuseppe Verdi sobre el drama de Violetta y Alfredo basada en La Dama de las Camelias de Alejandro Dumas hijo,La Traviata,Bohemia,Tosca,El Barbero de Sevilla,1,
195,Patentó más de 1000 inventos como el foco el fonógrafo un proyector de películas de cine sonoro y otros chunches.,George Eastman,George Westinghouse,Los hermanos Wright,Thomás Alva Edison,4,
196,Según el Genésis Adan y Eva nacieron en el Eden ¿qué significa este nombre en hebreo?,Delicia,Deseo,Placer,Ensueño,1,
197,Recordada poetisa novelista y ensayista mexicana autora de Balún Cannan Oficio de Tinieblas Ciudad Real y Lamentación de Dido,Pita Amor,Ángeles Mastreta,Rosario Castellanos,Emma Godoy,3,
198,España envió su Armada Invensible con 30 000 hombres para destronar a la reina inglesa Isabel I pero fracasó debido a,La flota enemiga,Una tormenta,Un pelotón,Un motín,2,
199,¿Qué montaña de Argentina es la más alta del mundo exceptuando las de Asia? (tiene 6959 metros de altitud),Cotopaxi,Cofre de Perote,Chimborazo,Aconcagua,4,
200,Es la única mujer que ha ganado 6 medallas de oro en una sola olimpiada. Lo hizo en 1988 en natación ,Monica Smith,Kristin Otto,Petra Schneider,Penny Heyns,2,
201,"La palabra polígono de orígen griego significa ""muchos ángulos""; ¿qué significa la palabra poliedro del mismo orígen?",Muchas caras,muchos lados,muchos vértices,muchas líneas,1,
202,En la mitología griega ¿quién dio a Aquiles un mortal flechazo donde era la única parte vulnerable de su cuerpo?,Agamenón,Eros,Héctor,Paris,4,
203,Amplio repertorio de este compositor oaxaqueño incluye canciones tan tristes como La borrachita Adiós mi chaparrita y Nunca nunca nunca,"Ignacio Fernández Esperón ""Tatanacho""",Fernando Valadéz,Pepe Jara,Ricardo Palmerín,1,
204,¿Qué país daba toda clase de facilidades a Osama Bin Laden para realizar sus atentados terroristas por lo que fue invadido por Estados Unidos en el 2001?,Pakistán,Irak,Afganistán,Irán,3,
205,¿Qué continente es casi tan extenso como el tamaño de los 3 más pequeños juntos?,Europa,Asia,América,Africa,2,
206,Pintó 750 cuadros y no pudo vender ninguno. Hoy se cotizan hasta en 100 millones de dólares,Vincent Van Gogh,Henri Matisse,Marc Chagall,Toulousse Lautrec,1,
207,Hormona que las glándulas suprarrenales arrojan al torrente sanguíneo en caso de exitación susto y estrés,Endorfinas,Insulina,Tiroidina,Adrenalina,4,
208,¿Con qué sobre nombre se conoce el pirata turco Jayral-Din a quien el sultán Solimán el Magnifico nombró almirante de su flota?,Barbas negras,Barba Azúl,Barbarroja,Barba Verde,3,
209,El orígen de la civilización maya data de unos 3500 años ¿en qué otro país dejó vestigios además de México Guatemala y El Salvador?,Belice,Nicaragua,Estados Unidos,Honduras,4,
210,¿En qué Tratado delimitaron España y Portugal sus posesiones en América quedando este último país solo con Brasil?,Tartado de Varsovia,Tratado de Tordesillas,Tratado de Letrán,Tratado de Córdoba,2,
211,Es capital puerto interior y cede del gobierno nacional de la Plaza Roja de la basílica de San Basilio y del Krem Lin,Belgrado,Quiev,Moscú,Praga,3,
212,Célebre ópera de Puccini sobre dos parejas de enamorados en París que termina en tragedia,Rigoletto,La Bohemia,Turandot,La traviata,2,
213,Este brillante planeta no es visible nunca más de tres horas antes del amanecer ni más de tres horas después del ocaso,Saturno,Venus,Jupiter,Marte,2,
214,En la mitología griega ¿cómo se llamaban los supremos gobernantes del Universo que poseían fuerza y estatura descomunables?,Titanes,Gigantes,Atlantes,Tritones,1,
215,¿Cuál ha sido la única película dirigida por un mexicano laureada con tres Óscares?,Babel,Frida,El laberinto del Fauno,Amores Perros,3,
216,¿Qué países protagonizaron La Guerra de los 100 años que duró 14 más?,Francia e Inglaterra,Italia e Inglaterra,España e Italia,Alemania y Rusia,1,
217,El lago de agua dulce más grande del mundo mide 82100 km2 pertenece a la región de los grandes lagos y es,Lago Superior,Lago Azúl,Lago Mayor,Lago Grande,1,
218,Mel Gibson interpretó al patriota escocés William Wallace en esta película que le dio el Óscar como mejor director. Corazón,Silvestre,Indómito,Valiente,Salvaje,3,
219,Líquido que circula por el interior de las plantas y que sube desde la raíz hasta las hojas donde se procesa ,Savila,Clorofila,Savia,Néctar,3,
220,Roma tuvo su propia mitología enriquecida con la de grecia. ¿Cuál era el más importante de sus dioses?,Apolo,Júpiter,Cronos,Baco,2,
221,Como mexicano Figuró entre los 3 primeros tenistas del mundo en su tiempo y se casó con la mujer más bella del mundo ,Raúl Ramírez,"Rafael ""Pelón"" Osuna",Leo Lavalle,Antonio Palafox,1,
222,País donde se instituyó la Inquisición en el año 1231 en tiempos del Papa Gregorio IX,Portugal,Italia,España,Francia,4,
223,Isla antillana situada a ambas entradas del Golfo de México entre la Península de Florida y Yucatán,Cozumel,La Española,Cuba,Puerto Rico,3,
224,¿Qué país ganó en Atenas 2004 sus primeras 2 medallas de oro olímpicas en 52 años una de ellas de football?,Brasil,Argentina,Portugal,Perú,2,
225,En física ¿cómo se llama todo lo que ocupa un lugar en el espacio?,Poliedro,Masa,Cuerpo,Especie,3,
226,Famoso instituto norteamericano que hace sondeos de opinión o encuestas sobre toda clase de tópicos,Gallup,Guiness,Census,Billboard,1,
227,Siete especies marinas de este animal están en peligro de extinción en México,Lobo marino,Tortuga,Calamar,Tiburón,2,
228,En las montañas rocallosas nacen varios ríos ¿cuál de ellos es el más largo?,Grande,Bravo,Missouri,Delaware,3,
229,¿Qué célebre poeta latino acompaña y guía a Dante Aligheri en el viaje que realizan juntos en la Divina Comedia?,Vicente,Homero,Horacio,Virgilio,4,
230,El mineralogista Friedrich Mohs estableció una escala de dureza relativa de los minerales determinando que el más blando de todos es,Magnesia,Yeso,Talco,Calcite,3,
231,De niño su madre lo sumergió en el río Estige para hacerlo inmortal sosteniendolo del talón y única parte de su cuerpo que quedó vulnerable,Aquiles,Héctor,Menelao,Arquímides,1,
232,En 1853 Santa Anna se erigió en dictador respaldado por el partido conservador. ¿Qué general lo derrocó en 1855 con el Plan de Ayutla?,Juan Pérez,Juan Álvarez,Juan Neponuceno Almonte,Juan Aldama,2,
233,Es uno de los imperios más poderosos extensos y largos de la historia pues nació en el año 31 a.C. y existió casi 1500 años,Romano,Austro-Húngaro,Griego,Persa,1,
234,¿Qué país es el más extenso de América y posee casi una cuarta parte de su territorio total?,Brasil,México,Estados Unidos,Canadá,4,
235,Sus escritos sentaron los simientos de todas las ciencias. ¿Quién fue este super hombre? ,Aristóteles,Descártes,Platón,Sócrates,1,
236,Filósofo y político alemán conocido como el Apóstol marxista autor de El Manifiesto Comunista publicado en 1895,Sergei Bubka,Klemenz Metternich,Friedrich Engels,Erich Fromm,3,
237,La ocupación francesa de España alentó los anhelos independentistas de sus colonias en América sobre todo en los criollos como,Iturbide,Mariano Escobedo,Melchor Ocampo,Ignacio Allende,4,
238,El pico más elevado de Grecia es un monte de casi 3000 metros de altitud donde según la mitología moraban los dioses,Monte Pilato,Monte Olimpo,Monte Bello,Monte Parnaso,2,
239,Walt Disney popularizó en todo el mundo a este personaje infantil ideado por el italiano Carlo Collodi,Pinocho,Dumbo,Popeye,Mickey Mouse,1,
240,La gran mayoría de los minerales son compuestos químicos pues los elementos químicos son muy pocos como éste:,Alumbre,Sal común,Cobre,Cuarzo,3,
241,¿Hace cuántos millones de años apareció el hombre sobre la tierra en calidad de homínido o sea de simio prehumano?,120,250,25,2.5,4,
242,Sitio de cuál Estado de Guerrero donde Vicente Guerrero y Agustín de Iturbide dos acerrimos enemigos se dieron un histórico abrazo,Acatempan,Iguala,Tixtla,Taxco,1,
243,Inerme población vasca bombardeada por los Nazis a petición de Francisco Franco en la Guerra Civil Española,San Sebastián,Toledo,Guernica,Aranjuez,3,
244,Los países del norte de África son árabes y profesan la religión musulmana como Sudán Libia Marruecos Argelia Mauritania y ,Tánger,Egipto,Irak,Siria,2,
245,"¿Qué bella actriz recibió el Óscar en el 2001 por la película ""El pasado nos condena""?",Halle Berry,Hillary Swank,Sharon Stone,Charlize Theron,1,
246,Único de los cuatro evangelistas que no conoció personalmente a Cristo y que además no era judía,Mateo,Marcos,Pedro,Lucas,4,
247,¿A qué península llegó Juan Ponce de León buscando ciudades de oro y manantiales de la eterna juventud?,Baja California,Alaska,La Florida,Yucatán,3,
248,Es el río principal de Francia que recorre la región de sus castillos medievales y muere en el Golfo de Gascuña,Loira,Po,Siena,Rodano,1,
249,De cuántas yardas es el gol de campo más largo que se ha anotado en el futbol americano,83,43,73,63,4,
250,¿Con qué otro nombre se le conoce al guepardo?,Tigre,Pantera,Onza,Puma,3,
251,"Palabra derivada del hebreo Yoshua que significa ""Yahvé es salvación""",José,Jesús,Josue,Juan,2,
252,Viajero veneciano que vivió en China 17 años como huésped de Kublai Khan y regresó contando cuentos chinos,Giuseppe Tornatore,Sebastián Caboto,Giovanni Verrazano,Marco Polo,4,
253,Obra de Charles Dickens que contribuyó a denunciar y a corregir la explotación de niños,Tom Sawyer,David Copperfield,Grandes Esperanzas,Tom Johns,2,
254,¿Qué ciencia estudia a los hongos?,Micología,Tocología,Fungilogía,Ornitología,1,
255,¿En qué año se fundó Tenochtitlán?,1525,1325,1225,1445,2,
256,De las líneas imaginarias que cruzan a la Tierra ¿cuál es la que la divide en dos mitades?,Meridiano de Greenwich,Trópico de Cáncer,Latitud,Ecuador,4,
257,"¿Quién escribió ""Cien años de soledad""",Gabriel García Márquez,Octavio Paz,Mario Vargas Llosa,Carlos Fuentes,1,
258,¿Cuál fue el palacio de los reyes de Francia y es uno de los más grandes museos del mundo?,Varsovia,Louvre,Versalles,Lido,2,
259,Ciudad que pertenece a Europa y Asia a la que se llega cruzando el Estrecho del Bósforo,Cairo,Beirut,Ammán,Estánbul,4,
260,¿Qué rey de España nombró a Hernán Cortés gobernador y capitán general de la Nueva España?,Felipe II,Carlos I ,Carlos V,Alfonso X,2,
261,¿Cuál es el país más grande de Europa de Asia y del Mundo?,Rusia,China,India,Turquía,1,
262,"¿Quién escribió ""El señor presidente""",Alfonso Reyes,Antonio Caso,Miguel Ángel Asturias,Agustín Yáñez,3,
263,¿Cuál es la segunda de las garantías individuales de la Constitución?,Educación gratuita,Libertad de expresión,Libertad de cultos,Abolición de la esclavitud,4,
264,¿Cuál de las naves puso al primer hombre en la luna en 1969?,Apollo X,Apollo XIII,Apollo XI,Apollo XII,3,
265,Ciudad maya en Yucatán cuyo nombre significa la Boca de los Zenotes,Tulum,Copal,Uxmal ,Chichénitzá,4,
266,¿Cómo se llama el extremo septentrional del eje de la Tierra?,Polo Norte,Polo Sur,Ecuador,Trópico de Cáncer,1,
267,¿Cómo se llaman los organismos que necesitan el oxígeno para vivir?,Metamórficos,Aerobios,Metabólicos,Anaerobios,2,
268,¿En qué país está la llamada Ciudad Prohibida?,Alemania,Rusia,China,Japón,3,
269,Moneda de Honduras que rinde homenaje a un cacique,Pesina,Gourde,Atahualpa,Lempira,4,
270,¿En dónde desemboca el río Volga?,Mar del Norte,Mar Caspio,Mar Rojo,Mar Mediterráneo,2,
271,¿Qué país gobierna Hugo Chávez?,Ecuador,Panamá,Venezuela,Perú,3,
272,Elemento formado por carbono cristalino,Brillante ,Diamante,Aguamarina,Topazio,2,
273,¿De dónde proviene el café?,Etiopía,Egipto,Marruecos,Turquía,1,
274,¿En qué año estalló la Guerra de Reforma?,1800,1850,1863,1858,4,
275,¿Cuántas medallas ha ganado México hasta Atenas 2004?,45,60,51,34,3,
276,¿Cuál es el plazo legal para cobrar un cheque?,7 días,15 días,90 días,30 días,2,
277,Su caballo se llamaba Bucéfalo. ¿Quién era el dueño?,Alejandro Magno,Julio César,Napoleón Bonarte,Don Quijote de la Mancha,1,
278,¿Cuántos millones de personas aproximadamente tiene más Japón que México?,125,150,200,250,1,
279,De estas figuras ¿cuál es un cuerpo?,Circunferencia,Esfera,Círculo,Triángulo,2,
280,"Baile que significa ""Girar"" en alemán",Twist,Polka,Mazurca,Vals,4,
281,Río palestino que muere en el Mar Muerto ,Nilo,Shatt al Arab,Jordán,Tigris,3,
282,Hijo de Filipo II y Olimpia. Discípulo de Aristóteles,César Augusto,Carlo Magno,Julio César,Alejandro Magno,4,
283,Océano más grande del mundo,Ártico,Pacífico,Atlántico,Indíco,2,
284,¿Cuál de éstas no es una isla griega?,Malta,Creta,Samos,Santorini ,1,
285,¿Cuánto dura un Senador a su cargo?,3 años,4 años,6 años,8 años,3,
286,¿Qué equipo ganó cuatro veces el Super Tazón?,Dallas Cowboys,Acereros de Pittsburgh,Leones de Detroit,49 de San Francisco,2,
287,Francisco Cabañas fue el primer mexicano en ganar una medalla olímpica en qué especialidad?,Clavados,Marcha,Box,Natación,3,
288,¿Qué futbolista tuvo más actuaciones con la selección nacional mexicana?,Claudio Suárez,Luis Hernández,Carlos Hermosillo,Rafael Marquez,1,
289,¿Qué equipo de beisboll logró ganar dos veces la serie mundial en los primeros 12 años de vida?,Yankees de Nueva York,Marlines de Florida,Mets de Nueva York,Rockies de Colorado,2,
290,Región de Turquía situada en la Península de Anatolia donde existerion los reinos de Frigia Lidia y Troya,Asia Mayor,Asia Media,Asia Central,Asia Menor,4,
291,Dirigente que fue determinante para la construcción del Estadio Azteca,Guillermo Cañedo,César Medina,Fernando Marcos,Guillermo Aguilar Álvarez,1,
292,Inmortal poeta granadino que fue fusilado por el Ejército franquista durante la Guerra Civil española,Miguel de Cervantes Saavedra,Miguel de Unamuno,León Felipe ,Federico García Lorca,4,
293,¿Quién escribió el huapango?,Alfonso Esparza,Jaime Nuno,Pablo Moncaya,Francisco Bocanegra,3,
294,"Antigua lengua de la India cuyo nombre significa ""lengua ornamentada""",Sánscrito,Farsi,Indú,Arameo,1,
295,¿De qué puerto partío Colón para iniciar su travesía?,Puerto de Palos,Cádiz,San Lúcar de Barrameda ,Algeciras,1,
296,¿Qué presidente inició la Guerra Cristera?,Álvaro Obregón,Plutarco Elías Calles,Pascual Ortíz Rubio,Venustiano Carranza,2,
297,¿Cuántos libros forman el Nuevo Testamento?,18,11,27,35,3,
298,¿Qué es lo que da el color rojo a la sangre?,Hemoglobina,Plaquetas,Glóbulos rojos,Plasma,1,
299,¿Cuándo se inició la Primera Guerra Mundial? El 28 de julio de ,1918,1914,1920,1913,2,
300,Líneas imaginarias que forman la mitad de un círculo y van de polo a polo,Hemisferios,Latitudes,Trópicos,Meridianos,4,
301,"¿En qué año se llevó el Óscar la película ""Lo que el viento se llevó""",1939,1959,1949,1929,1,
302,¿En qué mundial metió Maradona un gol con la mano?,Alemania 90,México 86,España 82,Argentina 78,2,
303,¿Qué lema uso Madero para competir con Porfirio Díaz en las elecciones de 1910?,Tierra y libertad,Órden y progreso,Patria o muerte,Sufragio efectivo no reelección,4,
304,Fue designado Primer Jefe del Ejército Trigarante,Agustín de Iturbide,Vicente Guerrero,Guadalupe Victoria ,José María Morelos y Pavón,1,
305,Es la mayor ciudad de África,La Haya,Fez,El Cairo,La Meca,3,
306,¿Quién presentó el documento Los Sentimientos de la Nación?,Hidalgo,Morelos ,Guerrero,Iturbide,2,
307,¿Qué sinfonía dedicó Beethoven a Napoleón?,Sexta,Novena,Quinta,Tercera,4,
308,Ciudad suiza uno de los mayores centros financieros del mundo que por mucho tiempo fue refugio de capitales mal habidos,Berna,Zurich,Ginebra,Lucerna,2,
309,La mayoría de los peces ponen huevos a granel pero esta especie suelta 7 millones en una sola vez,Bacalao,Trucha,Salmón,Atún,1,
310,¿Qué apariencia tiene la Península de Italia?,Bota,Sombrero,Guante,Zapato,1,
311,¿Qué instrumento mide la presión atmosférica y sirve para predecir el tiempo?,Termómetro,Higrómetro,Altímetro,Barómetro,4,
312,Ciudad de Bélgica que es la Capital Mundial del aquelarre,Bruselas,Lieja,Brujas,Gante,3,
313,Shakespeare ha sido el autor más interpretado en el cine pero sólo una película homónima ha ganado el Óscar ¿cuál es?,Macbeth,Hamlet,Romeo y Julieta,Otelo,2,
314,¿Qué era lo único bueno en la misteriosa caja que Pandora abrió contra la voluntad de los dioses Olímpicos?,La esperanza,La alegría,La belleza,El amor,1,
315,Su nombre verdadero es Mohandas Karamchand y su sobrenombre significa guía espiritual o alma grande,Mahoma,Buda,Gandhi,Krishna,3,
316,¿Qué actriz ganó el Óscar por la película Atracción Fatal?,Diane Keaton,Melanie Griffith,Michel Pfeiffer,Glenn Close,4,
317,¿Qué células combaten y destruyen a las bacterias?,Hemoglobina,Glóbulos blancos,Glóbulos rojos,Plaquetas,2,
318,¿Cuántos socios se necesitan para construir una Sociedad Anónima?,Dos,Tres,Cinco ,No hay mínimo,1,